pizza_id,order_id,customer_id,pizza_name_id,quantity,order_date,order_time,unit_price,total_price,pizza_size,pizza_category,pizza_name,ingredient_names,ingredient_ids
1092,352,1a1fa253-a2de-457a-9397-7c6c80d5d589,green_garden_m,2,01/25/2025,11:09:24,16.0,32.0,M,Veggie,The Green Garden Pizza,Spinach|Mushrooms|Tomatoes|Green Olives|Feta Cheese,60|39|64|32|24
1093,352,1a1fa253-a2de-457a-9397-7c6c80d5d589,ital_veggie_s,3,01/25/2025,11:09:24,12.75,38.25,S,Veggie,The Italian Vegetables Pizza,Eggplant|Artichokes|Tomatoes|Zucchini|Red Peppers|Garlic|Pesto Sauce,23|5|64|65|54|27|47
1094,352,1a1fa253-a2de-457a-9397-7c6c80d5d589,peppr_salami_s,3,01/25/2025,11:09:24,12.5,37.5,S,Supreme,The Pepper Salami Pizza,Genoa Salami|Capocollo|Pepperoni|Tomatoes|Asiago Cheese|Garlic,28|15|46|64|7|27
1095,352,1a1fa253-a2de-457a-9397-7c6c80d5d589,five_cheese_l,1,01/25/2025,11:09:24,18.5,18.5,L,Veggie,The Five Cheese Pizza,Mozzarella Cheese|Provolone Cheese|Smoked Gouda Cheese|Romano Cheese|Blue Cheese|Garlic,38|52|58|56|12|27
1096,353,27e89b40-f32c-4604-8a79-6d1613bde382,peppr_salami_m,3,01/25/2025,15:44:46,16.5,49.5,M,Supreme,The Pepper Salami Pizza,Genoa Salami|Capocollo|Pepperoni|Tomatoes|Asiago Cheese|Garlic,28|15|46|64|7|27
1097,353,27e89b40-f32c-4604-8a79-6d1613bde382,four_cheese_l,1,01/25/2025,15:44:46,17.95,17.95,L,Veggie,The Four Cheese Pizza,Ricotta Cheese|Gorgonzola Piccante Cheese|Mozzarella Cheese|Parmigiano Reggiano Cheese|Garlic,55|30|38|43|27
1098,353,27e89b40-f32c-4604-8a79-6d1613bde382,veggie_veg_s,3,01/25/2025,15:44:46,12.0,36.0,S,Veggie,The Vegetables + Vegetables Pizza,Mushrooms|Tomatoes|Red Peppers|Green Peppers|Red Onions|Zucchini|Spinach|Garlic,39|64|54|33|53|65|60|27
1099,354,866ec748-2021-45f8-9170-6c393fca1e65,prsc_argla_s,3,01/25/2025,13:51:30,12.5,37.5,S,Supreme,The Prosciutto and Arugula Pizza,Prosciutto di San Daniele|Arugula|Mozzarella Cheese,51|6|38
1100,354,866ec748-2021-45f8-9170-6c393fca1e65,mexicana_l,1,01/25/2025,13:51:30,20.25,20.25,L,Veggie,The Mexicana Pizza,Tomatoes|Red Peppers|Jalapeno Peppers|Red Onions|Cilantro|Corn|Chipotle Sauce|Garlic,64|54|35|53|20|22|18|27
1101,354,866ec748-2021-45f8-9170-6c393fca1e65,napolitana_m,2,01/25/2025,13:51:30,16.0,32.0,M,Classic,The Napolitana Pizza,Tomatoes|Anchovies|Green Olives|Red Onions|Garlic,64|3|32|53|27
1102,355,ce69d742-4723-467f-9e5d-262fff84a6a6,ckn_alfredo_l,2,01/25/2025,00:19:09,20.75,41.5,L,Chicken,The Chicken Alfredo Pizza,Chicken|Red Onions|Red Peppers|Mushrooms|Asiago Cheese|Alfredo Sauce,17|53|54|39|7|2
1103,355,ce69d742-4723-467f-9e5d-262fff84a6a6,soppressata_m,2,01/25/2025,00:19:09,16.5,33.0,M,Supreme,The Soppressata Pizza,Soppressata Salami|Fontina Cheese|Mozzarella Cheese|Mushrooms|Garlic,59|25|38|39|27
1104,355,ce69d742-4723-467f-9e5d-262fff84a6a6,soppressata_s,2,01/25/2025,00:19:09,12.5,25.0,S,Supreme,The Soppressata Pizza,Soppressata Salami|Fontina Cheese|Mozzarella Cheese|Mushrooms|Garlic,59|25|38|39|27
1105,355,ce69d742-4723-467f-9e5d-262fff84a6a6,hawaiian_m,2,01/25/2025,00:19:09,13.25,26.5,M,Classic,The Hawaiian Pizza,Sliced Ham|Pineapple|Mozzarella Cheese,57|48|38
1106,355,ce69d742-4723-467f-9e5d-262fff84a6a6,spicy_ital_m,2,01/25/2025,00:19:09,16.5,33.0,M,Supreme,The Spicy Italian Pizza,Capocollo|Tomatoes|Goat Cheese|Artichokes|Peperoncini verdi|Garlic,15|64|29|5|45|27
1107,356,f3c5c37f-bd98-40b6-8f8b-eeb75218bbed,ital_veggie_m,1,01/25/2025,01:48:21,16.75,16.75,M,Veggie,The Italian Vegetables Pizza,Eggplant|Artichokes|Tomatoes|Zucchini|Red Peppers|Garlic|Pesto Sauce,23|5|64|65|54|27|47
1108,356,f3c5c37f-bd98-40b6-8f8b-eeb75218bbed,cali_ckn_s,2,01/25/2025,01:48:21,12.75,25.5,S,Chicken,The California Chicken Pizza,Chicken|Artichoke|Spinach|Garlic|Jalapeno Peppers|Fontina Cheese|Gouda Cheese,17|4|60|27|35|25|31
1109,356,f3c5c37f-bd98-40b6-8f8b-eeb75218bbed,thai_ckn_l,3,01/25/2025,01:48:21,20.75,62.25,L,Chicken,The Thai Chicken Pizza,Chicken|Pineapple|Tomatoes|Red Peppers|Thai Sweet Chilli Sauce,17|48|64|54|62
1110,356,f3c5c37f-bd98-40b6-8f8b-eeb75218bbed,ckn_alfredo_m,3,01/25/2025,01:48:21,16.75,50.25,M,Chicken,The Chicken Alfredo Pizza,Chicken|Red Onions|Red Peppers|Mushrooms|Asiago Cheese|Alfredo Sauce,17|53|54|39|7|2
1111,357,03710ca1-feb1-4206-bd26-3bb8e6a1dac2,mexicana_s,1,01/25/2025,01:06:06,12.0,12.0,S,Veggie,The Mexicana Pizza,Tomatoes|Red Peppers|Jalapeno Peppers|Red Onions|Cilantro|Corn|Chipotle Sauce|Garlic,64|54|35|53|20|22|18|27
1112,358,c958448f-45d7-416d-a358-45098ec2a9da,the_greek_xl,3,01/25/2025,01:46:28,25.5,76.5,XL,Classic,The Greek Pizza,Kalamata Olives|Feta Cheese|Tomatoes|Garlic|Beef Chuck Roast|Red Onions,36|24|64|27|11|53
1113,358,c958448f-45d7-416d-a358-45098ec2a9da,the_greek_l,3,01/25/2025,01:46:28,20.5,61.5,L,Classic,The Greek Pizza,Kalamata Olives|Feta Cheese|Tomatoes|Garlic|Beef Chuck Roast|Red Onions,36|24|64|27|11|53
1114,358,c958448f-45d7-416d-a358-45098ec2a9da,mediterraneo_m,2,01/25/2025,01:46:28,16.0,32.0,M,Veggie,The Mediterranean Pizza,Spinach|Artichokes|Kalamata Olives|Sun-dried Tomatoes|Feta Cheese|Plum Tomatoes|Red Onions,60|5|36|61|24|49|53
1115,358,c958448f-45d7-416d-a358-45098ec2a9da,ital_supr_l,3,01/25/2025,01:46:28,20.75,62.25,L,Supreme,The Italian Supreme Pizza,Calabrese Salami|Capocollo|Tomatoes|Red Onions|Green Olives|Garlic,14|15|64|53|32|27
1116,358,c958448f-45d7-416d-a358-45098ec2a9da,sicilian_l,1,01/25/2025,01:46:28,20.25,20.25,L,Supreme,The Sicilian Pizza,Coarse Sicilian Salami|Tomatoes|Green Olives|Luganega Sausage|Onions|Garlic,21|64|32|37|40|27
1117,359,a57c96be-0b7a-41c6-bd9a-9330e20c497a,prsc_argla_l,2,01/25/2025,02:57:05,20.75,41.5,L,Supreme,The Prosciutto and Arugula Pizza,Prosciutto di San Daniele|Arugula|Mozzarella Cheese,51|6|38
1118,359,a57c96be-0b7a-41c6-bd9a-9330e20c497a,spicy_ital_s,3,01/25/2025,02:57:05,12.5,37.5,S,Supreme,The Spicy Italian Pizza,Capocollo|Tomatoes|Goat Cheese|Artichokes|Peperoncini verdi|Garlic,15|64|29|5|45|27
1119,359,a57c96be-0b7a-41c6-bd9a-9330e20c497a,green_garden_m,2,01/25/2025,02:57:05,16.0,32.0,M,Veggie,The Green Garden Pizza,Spinach|Mushrooms|Tomatoes|Green Olives|Feta Cheese,60|39|64|32|24
1120,360,d12c69dd-9bcc-42fb-9b18-7cf9ea32a34e,spinach_fet_s,1,01/25/2025,02:01:02,12.0,12.0,S,Veggie,The Spinach and Feta Pizza,Spinach|Mushrooms|Red Onions|Feta Cheese|Garlic,60|39|53|24|27
1121,360,d12c69dd-9bcc-42fb-9b18-7cf9ea32a34e,spicy_ital_l,3,01/25/2025,02:01:02,20.75,62.25,L,Supreme,The Spicy Italian Pizza,Capocollo|Tomatoes|Goat Cheese|Artichokes|Peperoncini verdi|Garlic,15|64|29|5|45|27
1122,360,d12c69dd-9bcc-42fb-9b18-7cf9ea32a34e,ckn_pesto_l,1,01/25/2025,02:01:02,20.75,20.75,L,Chicken,The Chicken Pesto Pizza,Chicken|Tomatoes|Red Peppers|Spinach|Garlic|Pesto Sauce,17|64|54|60|27|47
1123,361,3cb1a599-9877-425f-897a-ef749e47f317,green_garden_s,3,01/26/2025,23:11:09,12.0,36.0,S,Veggie,The Green Garden Pizza,Spinach|Mushrooms|Tomatoes|Green Olives|Feta Cheese,60|39|64|32|24
1124,361,3cb1a599-9877-425f-897a-ef749e47f317,sicilian_m,2,01/26/2025,23:11:09,16.25,32.5,M,Supreme,The Sicilian Pizza,Coarse Sicilian Salami|Tomatoes|Green Olives|Luganega Sausage|Onions|Garlic,21|64|32|37|40|27
1125,362,e8014144-a99b-4ca2-8418-56404aee2f08,hawaiian_s,1,01/26/2025,01:31:22,10.5,10.5,S,Classic,The Hawaiian Pizza,Sliced Ham|Pineapple|Mozzarella Cheese,57|48|38
1126,363,132215c0-2f5a-434e-8dff-679114a50279,bbq_ckn_l,3,01/26/2025,10:33:03,20.75,62.25,L,Chicken,The Barbecue Chicken Pizza,Barbecued Chicken|Red Peppers|Green Peppers|Tomatoes|Red Onions|Barbecue Sauce,10|54|33|64|53|9
1127,363,132215c0-2f5a-434e-8dff-679114a50279,the_greek_xl,2,01/26/2025,10:33:03,25.5,51.0,XL,Classic,The Greek Pizza,Kalamata Olives|Feta Cheese|Tomatoes|Garlic|Beef Chuck Roast|Red Onions,36|24|64|27|11|53
1128,363,132215c0-2f5a-434e-8dff-679114a50279,ital_supr_m,1,01/26/2025,10:33:03,16.5,16.5,M,Supreme,The Italian Supreme Pizza,Calabrese Salami|Capocollo|Tomatoes|Red Onions|Green Olives|Garlic,14|15|64|53|32|27
1129,364,19d5ac88-a8cd-46b8-9f3d-d5ef3a0adfe2,peppr_salami_m,1,01/26/2025,16:14:29,16.5,16.5,M,Supreme,The Pepper Salami Pizza,Genoa Salami|Capocollo|Pepperoni|Tomatoes|Asiago Cheese|Garlic,28|15|46|64|7|27
1130,364,19d5ac88-a8cd-46b8-9f3d-d5ef3a0adfe2,the_greek_l,3,01/26/2025,16:14:29,20.5,61.5,L,Classic,The Greek Pizza,Kalamata Olives|Feta Cheese|Tomatoes|Garlic|Beef Chuck Roast|Red Onions,36|24|64|27|11|53
1131,365,1f56b1fd-7858-4d5c-a652-d22f6020ea96,brie_carre_s,1,01/26/2025,10:06:56,23.65,23.65,S,Supreme,The Brie Carre Pizza,Brie Carre Cheese|Prosciutto|Caramelized Onions|Pears|Thyme|Garlic,13|50|16|44|63|27
1132,366,4d97e8a1-7720-4190-b326-dccfa2ec4426,the_greek_s,3,01/26/2025,22:37:29,12.0,36.0,S,Classic,The Greek Pizza,Kalamata Olives|Feta Cheese|Tomatoes|Garlic|Beef Chuck Roast|Red Onions,36|24|64|27|11|53
1133,366,4d97e8a1-7720-4190-b326-dccfa2ec4426,cali_ckn_l,1,01/26/2025,22:37:29,20.75,20.75,L,Chicken,The California Chicken Pizza,Chicken|Artichoke|Spinach|Garlic|Jalapeno Peppers|Fontina Cheese|Gouda Cheese,17|4|60|27|35|25|31
1134,366,4d97e8a1-7720-4190-b326-dccfa2ec4426,ital_veggie_s,3,01/26/2025,22:37:29,12.75,38.25,S,Veggie,The Italian Vegetables Pizza,Eggplant|Artichokes|Tomatoes|Zucchini|Red Peppers|Garlic|Pesto Sauce,23|5|64|65|54|27|47
1135,367,4d6ee3e3-9ec6-4c2e-9552-a75af6d19f14,spinach_supr_s,1,01/26/2025,21:19:46,12.5,12.5,S,Supreme,The Spinach Supreme Pizza,Spinach|Red Onions|Pepperoni|Tomatoes|Artichokes|Kalamata Olives|Garlic|Asiago Cheese,60|53|46|64|5|36|27|7
1136,367,4d6ee3e3-9ec6-4c2e-9552-a75af6d19f14,spinach_supr_m,3,01/26/2025,21:19:46,16.5,49.5,M,Supreme,The Spinach Supreme Pizza,Spinach|Red Onions|Pepperoni|Tomatoes|Artichokes|Kalamata Olives|Garlic|Asiago Cheese,60|53|46|64|5|36|27|7
1137,368,a43342bc-a956-480b-8ef3-7b28e61c9b9b,veggie_veg_s,2,01/26/2025,05:24:21,12.0,24.0,S,Veggie,The Vegetables + Vegetables Pizza,Mushrooms|Tomatoes|Red Peppers|Green Peppers|Red Onions|Zucchini|Spinach|Garlic,39|64|54|33|53|65|60|27
1138,368,a43342bc-a956-480b-8ef3-7b28e61c9b9b,spin_pesto_m,1,01/26/2025,05:24:21,16.5,16.5,M,Veggie,The Spinach Pesto Pizza,Spinach|Artichokes|Tomatoes|Sun-dried Tomatoes|Garlic|Pesto Sauce,60|5|64|61|27|47
1139,369,04edb858-b8d9-455a-a1f2-f236df11a91f,ital_cpcllo_m,3,01/27/2025,23:57:17,16.0,48.0,M,Classic,The Italian Capocollo Pizza,Capocollo|Red Peppers|Tomatoes|Goat Cheese|Garlic|Oregano,15|54|64|29|27|41
1140,369,04edb858-b8d9-455a-a1f2-f236df11a91f,calabrese_s,3,01/27/2025,23:57:17,12.25,36.75,S,Supreme,The Calabrese Pizza,?duja Salami|Pancetta|Tomatoes|Red Onions|Friggitello Peppers|Garlic,1|42|64|53|26|27
1141,369,04edb858-b8d9-455a-a1f2-f236df11a91f,pepperoni_m,3,01/27/2025,23:57:17,12.5,37.5,M,Classic,The Pepperoni Pizza,Mozzarella Cheese|Pepperoni,38|46
1142,369,04edb858-b8d9-455a-a1f2-f236df11a91f,spin_pesto_l,1,01/27/2025,23:57:17,20.75,20.75,L,Veggie,The Spinach Pesto Pizza,Spinach|Artichokes|Tomatoes|Sun-dried Tomatoes|Garlic|Pesto Sauce,60|5|64|61|27|47
1143,370,bd72d373-2261-4193-bee7-41d3bfd08ef1,peppr_salami_m,1,01/27/2025,18:50:12,16.5,16.5,M,Supreme,The Pepper Salami Pizza,Genoa Salami|Capocollo|Pepperoni|Tomatoes|Asiago Cheese|Garlic,28|15|46|64|7|27
1144,370,bd72d373-2261-4193-bee7-41d3bfd08ef1,pepperoni_l,3,01/27/2025,18:50:12,15.25,45.75,L,Classic,The Pepperoni Pizza,Mozzarella Cheese|Pepperoni,38|46
1145,370,bd72d373-2261-4193-bee7-41d3bfd08ef1,five_cheese_l,3,01/27/2025,18:50:12,18.5,55.5,L,Veggie,The Five Cheese Pizza,Mozzarella Cheese|Provolone Cheese|Smoked Gouda Cheese|Romano Cheese|Blue Cheese|Garlic,38|52|58|56|12|27
1146,371,b030eecb-ed17-4a0c-b27d-e48e8391ea3e,spinach_fet_s,2,01/27/2025,02:36:33,12.0,24.0,S,Veggie,The Spinach and Feta Pizza,Spinach|Mushrooms|Red Onions|Feta Cheese|Garlic,60|39|53|24|27
1147,371,b030eecb-ed17-4a0c-b27d-e48e8391ea3e,five_cheese_l,1,01/27/2025,02:36:33,18.5,18.5,L,Veggie,The Five Cheese Pizza,Mozzarella Cheese|Provolone Cheese|Smoked Gouda Cheese|Romano Cheese|Blue Cheese|Garlic,38|52|58|56|12|27
1148,371,b030eecb-ed17-4a0c-b27d-e48e8391ea3e,mediterraneo_m,1,01/27/2025,02:36:33,16.0,16.0,M,Veggie,The Mediterranean Pizza,Spinach|Artichokes|Kalamata Olives|Sun-dried Tomatoes|Feta Cheese|Plum Tomatoes|Red Onions,60|5|36|61|24|49|53
1149,371,b030eecb-ed17-4a0c-b27d-e48e8391ea3e,mexicana_l,3,01/27/2025,02:36:33,20.25,60.75,L,Veggie,The Mexicana Pizza,Tomatoes|Red Peppers|Jalapeno Peppers|Red Onions|Cilantro|Corn|Chipotle Sauce|Garlic,64|54|35|53|20|22|18|27
1150,372,f8b1caa2-10e7-4302-963a-252a15b4a714,big_meat_s,1,01/27/2025,16:05:45,12.0,12.0,S,Classic,The Big Meat Pizza,Bacon|Pepperoni|Italian Sausage|Chorizo Sausage,8|46|34|19
1151,372,f8b1caa2-10e7-4302-963a-252a15b4a714,pep_msh_pep_s,1,01/27/2025,16:05:45,11.0,11.0,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",Pepperoni|Mushrooms|Green Peppers,46|39|33
1152,372,f8b1caa2-10e7-4302-963a-252a15b4a714,prsc_argla_m,3,01/27/2025,16:05:45,16.5,49.5,M,Supreme,The Prosciutto and Arugula Pizza,Prosciutto di San Daniele|Arugula|Mozzarella Cheese,51|6|38
1153,372,f8b1caa2-10e7-4302-963a-252a15b4a714,soppressata_m,1,01/27/2025,16:05:45,16.5,16.5,M,Supreme,The Soppressata Pizza,Soppressata Salami|Fontina Cheese|Mozzarella Cheese|Mushrooms|Garlic,59|25|38|39|27
1154,373,e58c63e7-69a9-49cb-947e-5841010ca567,ital_supr_m,2,01/27/2025,17:19:05,16.5,33.0,M,Supreme,The Italian Supreme Pizza,Calabrese Salami|Capocollo|Tomatoes|Red Onions|Green Olives|Garlic,14|15|64|53|32|27
1155,373,e58c63e7-69a9-49cb-947e-5841010ca567,spinach_supr_s,2,01/27/2025,17:19:05,12.5,25.0,S,Supreme,The Spinach Supreme Pizza,Spinach|Red Onions|Pepperoni|Tomatoes|Artichokes|Kalamata Olives|Garlic|Asiago Cheese,60|53|46|64|5|36|27|7
1156,373,e58c63e7-69a9-49cb-947e-5841010ca567,spinach_supr_l,1,01/27/2025,17:19:05,20.75,20.75,L,Supreme,The Spinach Supreme Pizza,Spinach|Red Onions|Pepperoni|Tomatoes|Artichokes|Kalamata Olives|Garlic|Asiago Cheese,60|53|46|64|5|36|27|7
1157,374,adaf0597-4b7f-4b6a-8881-40f3787bc862,napolitana_m,2,01/27/2025,10:01:00,16.0,32.0,M,Classic,The Napolitana Pizza,Tomatoes|Anchovies|Green Olives|Red Onions|Garlic,64|3|32|53|27
1158,374,adaf0597-4b7f-4b6a-8881-40f3787bc862,thai_ckn_s,2,01/27/2025,10:01:00,12.75,25.5,S,Chicken,The Thai Chicken Pizza,Chicken|Pineapple|Tomatoes|Red Peppers|Thai Sweet Chilli Sauce,17|48|64|54|62
1159,374,adaf0597-4b7f-4b6a-8881-40f3787bc862,calabrese_m,3,01/27/2025,10:01:00,16.25,48.75,M,Supreme,The Calabrese Pizza,?duja Salami|Pancetta|Tomatoes|Red Onions|Friggitello Peppers|Garlic,1|42|64|53|26|27
1160,374,adaf0597-4b7f-4b6a-8881-40f3787bc862,classic_dlx_l,2,01/27/2025,10:01:00,20.5,41.0,L,Classic,The Classic Deluxe Pizza,Pepperoni|Mushrooms|Red Onions|Red Peppers|Bacon,46|39|53|54|8
1161,374,adaf0597-4b7f-4b6a-8881-40f3787bc862,ital_cpcllo_m,2,01/27/2025,10:01:00,16.0,32.0,M,Classic,The Italian Capocollo Pizza,Capocollo|Red Peppers|Tomatoes|Goat Cheese|Garlic|Oregano,15|54|64|29|27|41
1162,375,b30877a4-5c8f-4cdb-94ea-3569b516061a,prsc_argla_m,1,01/27/2025,18:50:59,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza,Prosciutto di San Daniele|Arugula|Mozzarella Cheese,51|6|38
1163,375,b30877a4-5c8f-4cdb-94ea-3569b516061a,prsc_argla_s,2,01/27/2025,18:50:59,12.5,25.0,S,Supreme,The Prosciutto and Arugula Pizza,Prosciutto di San Daniele|Arugula|Mozzarella Cheese,51|6|38
1164,375,b30877a4-5c8f-4cdb-94ea-3569b516061a,big_meat_s,2,01/27/2025,18:50:59,12.0,24.0,S,Classic,The Big Meat Pizza,Bacon|Pepperoni|Italian Sausage|Chorizo Sausage,8|46|34|19
1165,375,b30877a4-5c8f-4cdb-94ea-3569b516061a,sicilian_m,1,01/27/2025,18:50:59,16.25,16.25,M,Supreme,The Sicilian Pizza,Coarse Sicilian Salami|Tomatoes|Green Olives|Luganega Sausage|Onions|Garlic,21|64|32|37|40|27
1166,375,b30877a4-5c8f-4cdb-94ea-3569b516061a,prsc_argla_m,2,01/27/2025,18:50:59,16.5,33.0,M,Supreme,The Prosciutto and Arugula Pizza,Prosciutto di San Daniele|Arugula|Mozzarella Cheese,51|6|38
1167,376,c89cf812-43c6-40dd-b73d-44e2f67a93d7,spicy_ital_l,2,01/27/2025,11:39:53,20.75,41.5,L,Supreme,The Spicy Italian Pizza,Capocollo|Tomatoes|Goat Cheese|Artichokes|Peperoncini verdi|Garlic,15|64|29|5|45|27
1168,376,c89cf812-43c6-40dd-b73d-44e2f67a93d7,pepperoni_m,3,01/27/2025,11:39:53,12.5,37.5,M,Classic,The Pepperoni Pizza,Mozzarella Cheese|Pepperoni,38|46
1169,376,c89cf812-43c6-40dd-b73d-44e2f67a93d7,spicy_ital_m,3,01/27/2025,11:39:53,16.5,49.5,M,Supreme,The Spicy Italian Pizza,Capocollo|Tomatoes|Goat Cheese|Artichokes|Peperoncini verdi|Garlic,15|64|29|5|45|27
1170,376,c89cf812-43c6-40dd-b73d-44e2f67a93d7,five_cheese_l,2,01/27/2025,11:39:53,18.5,37.0,L,Veggie,The Five Cheese Pizza,Mozzarella Cheese|Provolone Cheese|Smoked Gouda Cheese|Romano Cheese|Blue Cheese|Garlic,38|52|58|56|12|27
1171,376,c89cf812-43c6-40dd-b73d-44e2f67a93d7,brie_carre_s,1,01/27/2025,11:39:53,23.65,23.65,S,Supreme,The Brie Carre Pizza,Brie Carre Cheese|Prosciutto|Caramelized Onions|Pears|Thyme|Garlic,13|50|16|44|63|27
1172,377,c288423d-8453-4672-8805-3a5aa44e7d42,green_garden_m,3,01/27/2025,03:46:49,16.0,48.0,M,Veggie,The Green Garden Pizza,Spinach|Mushrooms|Tomatoes|Green Olives|Feta Cheese,60|39|64|32|24
1173,378,cf5dd5d1-b2dc-47d4-9be1-b6c0e5b07a12,mediterraneo_s,2,01/27/2025,05:02:23,12.0,24.0,S,Veggie,The Mediterranean Pizza,Spinach|Artichokes|Kalamata Olives|Sun-dried Tomatoes|Feta Cheese|Plum Tomatoes|Red Onions,60|5|36|61|24|49|53
1174,378,cf5dd5d1-b2dc-47d4-9be1-b6c0e5b07a12,bbq_ckn_l,1,01/27/2025,05:02:23,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza,Barbecued Chicken|Red Peppers|Green Peppers|Tomatoes|Red Onions|Barbecue Sauce,10|54|33|64|53|9
1175,378,cf5dd5d1-b2dc-47d4-9be1-b6c0e5b07a12,the_greek_xl,2,01/27/2025,05:02:23,25.5,51.0,XL,Classic,The Greek Pizza,Kalamata Olives|Feta Cheese|Tomatoes|Garlic|Beef Chuck Roast|Red Onions,36|24|64|27|11|53
1176,379,fe21b6ad-ebab-42b3-b5ed-ad3529036009,mexicana_m,3,01/27/2025,12:48:51,16.0,48.0,M,Veggie,The Mexicana Pizza,Tomatoes|Red Peppers|Jalapeno Peppers|Red Onions|Cilantro|Corn|Chipotle Sauce|Garlic,64|54|35|53|20|22|18|27
1177,379,fe21b6ad-ebab-42b3-b5ed-ad3529036009,thai_ckn_l,3,01/27/2025,12:48:51,20.75,62.25,L,Chicken,The Thai Chicken Pizza,Chicken|Pineapple|Tomatoes|Red Peppers|Thai Sweet Chilli Sauce,17|48|64|54|62
1178,379,fe21b6ad-ebab-42b3-b5ed-ad3529036009,veggie_veg_l,1,01/27/2025,12:48:51,20.25,20.25,L,Veggie,The Vegetables + Vegetables Pizza,Mushrooms|Tomatoes|Red Peppers|Green Peppers|Red Onions|Zucchini|Spinach|Garlic,39|64|54|33|53|65|60|27
1179,380,dcd5d327-db05-4983-a980-33fc021d5b0d,big_meat_s,1,01/27/2025,22:04:33,12.0,12.0,S,Classic,The Big Meat Pizza,Bacon|Pepperoni|Italian Sausage|Chorizo Sausage,8|46|34|19
1180,380,dcd5d327-db05-4983-a980-33fc021d5b0d,cali_ckn_l,3,01/27/2025,22:04:33,20.75,62.25,L,Chicken,The California Chicken Pizza,Chicken|Artichoke|Spinach|Garlic|Jalapeno Peppers|Fontina Cheese|Gouda Cheese,17|4|60|27|35|25|31
1181,380,dcd5d327-db05-4983-a980-33fc021d5b0d,ital_supr_s,3,01/27/2025,22:04:33,12.5,37.5,S,Supreme,The Italian Supreme Pizza,Calabrese Salami|Capocollo|Tomatoes|Red Onions|Green Olives|Garlic,14|15|64|53|32|27
1182,380,dcd5d327-db05-4983-a980-33fc021d5b0d,prsc_argla_m,2,01/27/2025,22:04:33,16.5,33.0,M,Supreme,The Prosciutto and Arugula Pizza,Prosciutto di San Daniele|Arugula|Mozzarella Cheese,51|6|38
1183,380,dcd5d327-db05-4983-a980-33fc021d5b0d,green_garden_l,3,01/27/2025,22:04:33,20.25,60.75,L,Veggie,The Green Garden Pizza,Spinach|Mushrooms|Tomatoes|Green Olives|Feta Cheese,60|39|64|32|24
1184,381,b3f95dcd-caf0-4d0c-8890-a7b8e231c6b7,spicy_ital_m,1,01/28/2025,06:26:10,16.5,16.5,M,Supreme,The Spicy Italian Pizza,Capocollo|Tomatoes|Goat Cheese|Artichokes|Peperoncini verdi|Garlic,15|64|29|5|45|27
1185,381,b3f95dcd-caf0-4d0c-8890-a7b8e231c6b7,thai_ckn_l,1,01/28/2025,06:26:10,20.75,20.75,L,Chicken,The Thai Chicken Pizza,Chicken|Pineapple|Tomatoes|Red Peppers|Thai Sweet Chilli Sauce,17|48|64|54|62
1186,382,3435ed9b-3c1e-4723-b019-bd96243a0f39,thai_ckn_m,2,01/28/2025,02:54:41,16.75,33.5,M,Chicken,The Thai Chicken Pizza,Chicken|Pineapple|Tomatoes|Red Peppers|Thai Sweet Chilli Sauce,17|48|64|54|62
1187,382,3435ed9b-3c1e-4723-b019-bd96243a0f39,napolitana_s,2,01/28/2025,02:54:41,12.0,24.0,S,Classic,The Napolitana Pizza,Tomatoes|Anchovies|Green Olives|Red Onions|Garlic,64|3|32|53|27
1188,383,0f362848-e361-4ec1-b8ae-82bfb9e62aa9,spin_pesto_l,3,01/28/2025,19:02:54,20.75,62.25,L,Veggie,The Spinach Pesto Pizza,Spinach|Artichokes|Tomatoes|Sun-dried Tomatoes|Garlic|Pesto Sauce,60|5|64|61|27|47
1189,383,0f362848-e361-4ec1-b8ae-82bfb9e62aa9,big_meat_s,2,01/28/2025,19:02:54,12.0,24.0,S,Classic,The Big Meat Pizza,Bacon|Pepperoni|Italian Sausage|Chorizo Sausage,8|46|34|19
1190,383,0f362848-e361-4ec1-b8ae-82bfb9e62aa9,spicy_ital_m,3,01/28/2025,19:02:54,16.5,49.5,M,Supreme,The Spicy Italian Pizza,Capocollo|Tomatoes|Goat Cheese|Artichokes|Peperoncini verdi|Garlic,15|64|29|5|45|27
1191,383,0f362848-e361-4ec1-b8ae-82bfb9e62aa9,bbq_ckn_l,1,01/28/2025,19:02:54,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza,Barbecued Chicken|Red Peppers|Green Peppers|Tomatoes|Red Onions|Barbecue Sauce,10|54|33|64|53|9
1192,384,117583ee-3cd8-4690-89c9-d804aedc86a8,the_greek_xxl,1,01/28/2025,22:12:47,35.95,35.95,XXL,Classic,The Greek Pizza,Kalamata Olives|Feta Cheese|Tomatoes|Garlic|Beef Chuck Roast|Red Onions,36|24|64|27|11|53
1193,384,117583ee-3cd8-4690-89c9-d804aedc86a8,the_greek_m,3,01/28/2025,22:12:47,16.0,48.0,M,Classic,The Greek Pizza,Kalamata Olives|Feta Cheese|Tomatoes|Garlic|Beef Chuck Roast|Red Onions,36|24|64|27|11|53
